SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-23-2017,Condo/Co-op,8783 MOUNTAIN Blvd #7,Oakland,CA,94605,399000,2,2.0,Oak Knoll Hgts,1140,,1982,10,350,400,Sold,,,http://www.redfin.com/CA/Oakland/8783-Mountain-Blvd-94605/unit-7/home/1525007,EBRD/CCAR/Bay East,40764819,N,Y,37.764006,-122.149865
PAST SALE,February-23-2017,Single Family Residential,8126 Locust Pl,Dublin,CA,94568,730000,4,2.5,Parkway Terrace,1780,3547,1984,10,410,44,Sold,,,http://www.redfin.com/CA/Dublin/8126-Locust-Pl-S-94568/home/1173886,EBRD/CCAR/Bay East,40765974,N,Y,37.722807,-121.925459
PAST SALE,February-23-2017,Single Family Residential,116 ARUNDEL Dr,Hayward,CA,94542,1085000,4,3.0,Stonebrae Country Club,3601,8611,2011,10,301,220,Sold,,,http://www.redfin.com/CA/Hayward/116-Arundel-Dr-94542/home/22807760,EBRD/CCAR/Bay East,40768601,N,Y,37.654992,-122.01609
PAST SALE,February-23-2017,Single Family Residential,6415 Benvenue Ave,Oakland,CA,94618,1560000,3,1.5,Rockridge,1596,6500,1916,10,977,,Sold,,,http://www.redfin.com/CA/Oakland/6415-Benvenue-Ave-94618/home/531409,EBRD/CCAR/Bay East,40767691,N,Y,37.851518,-122.253829
PAST SALE,February-23-2017,Single Family Residential,6757 Snake Rd,Oakland,CA,94611,1909000,5,3.5,Montclaire,3536,9911,2016,10,540,,Sold,,,http://www.redfin.com/CA/Oakland/6757-Snake-Rd-94611/home/22689045,EBRD/CCAR/Bay East,40767177,N,Y,37.835108,-122.20276
PAST SALE,February-28-2017,Single Family Residential,2142 Minnie St,Hayward,CA,94541,650000,3,2.0,Fairview,1169,5162,1957,5,556,,Sold,,,http://www.redfin.com/CA/Hayward/2142-Minnie-St-94541/home/1662541,EBRD/CCAR/Bay East,40768188,N,Y,37.668852,-122.057752
PAST SALE,February-23-2017,Condo/Co-op,11849 Newbridge Way,Dublin,CA,94568,530000,2,2.0,Kildara,1000,,1991,10,530,350,Sold,,,http://www.redfin.com/CA/Dublin/11849-Newbridge-Way-94568/unit-149/home/1960778,EBRD/CCAR/Bay East,40767756,N,Y,37.703633,-121.938847
PAST SALE,,Single Family Residential,479 Clifton St,Oakland,CA,94618,900000,2,1.0,,1040,3600,1890,,865,,,,,http://www.redfin.com/CA/Oakland/479-Clifton-St-94618/home/1986418,,,N,Y,37.840288,-122.258012
PAST SALE,February-6-2017,Townhouse,4133 Clarinbridge Cir,Dublin,CA,94568,564000,2,2.5,Dublin Ranch Vlg,1428,,2004,27,395,260,Sold,,,http://www.redfin.com/CA/Dublin/4133-Clarinbridge-Cir-94568/home/535073,EBRD/CCAR/Bay East,40766730,N,Y,37.7061567,-121.8680339
PAST SALE,February-22-2017,Single Family Residential,14792 Crosby St,San Leandro,CA,94579,610000,3,2.0,Manor,1148,5035,1956,11,531,,Sold,,,http://www.redfin.com/CA/San-Leandro/14792-Crosby-St-94579/home/1721235,EBRD/CCAR/Bay East,40767851,N,Y,37.6970607,-122.147974
PAST SALE,February-27-2017,Single Family Residential,1061 66th St,Oakland,CA,94608,881000,2,1.0,Nobe,1021,4400,1925,6,863,,Sold,,,http://www.redfin.com/CA/Oakland/1061-66th-St-94608/home/1606391,EBRD/CCAR/Bay East,40769608,N,Y,37.849082,-122.283206
PAST SALE,February-22-2017,Single Family Residential,1791 Arrowhead Dr,Oakland,CA,94611,1120000,3,3.0,Montclair,2191,5850,1966,11,511,,Sold,,,http://www.redfin.com/CA/Oakland/1791-Arrowhead-Dr-94611/home/1418304,EBRD/CCAR/Bay East,40768004,N,Y,37.8383309,-122.194936
PAST SALE,February-28-2017,Townhouse,1075 Mangrove Ln,Alameda,CA,94502,726000,3,2.5,Bay Farm,1642,1738,1975,5,442,480,Sold,,,http://www.redfin.com/CA/Alameda/1075-Mangrove-Ln-94502/home/1761074,EBRD/CCAR/Bay East,40768341,N,Y,37.7306791,-122.2350176
PAST SALE,February-23-2017,Single Family Residential,1359 Excelsior Ave,Oakland,CA,94602,752000,2,2.0,Glenview,1085,2541,1905,10,693,,Sold,,,http://www.redfin.com/CA/Oakland/1359-Excelsior-Ave-94602/home/1495598,EBRD/CCAR/Bay East,40768019,N,Y,37.8027732,-122.2290496
PAST SALE,February-24-2017,Single Family Residential,2035 46Th Ave,Oakland,CA,94601,499000,3,2.0,High Street,1104,4800,1922,9,452,,Sold,,,http://www.redfin.com/CA/Oakland/2035-46th-Ave-94601/home/1417532,EBRD/CCAR/Bay East,40761814,N,Y,37.775489,-122.20853
PAST SALE,,Multi-Family (2-4 Unit),57 Thornton St,San Leandro,CA,94577,26727273,42,42.0,,24332,14700,1969,,1098,,,,,http://www.redfin.com/CA/San-Leandro/57-Thornton-St-94577/home/763652,,,N,Y,37.721368,-122.152293
PAST SALE,February-10-2017,Vacant Land,0 MOUNTAIN Blvd,Oakland,CA,94619,24000,,,Oakland,,9452,,23,,,Sold,,,http://www.redfin.com/CA/Oakland/Mountain-Blvd-94619/home/22689310,EBRD/CCAR/Bay East,40732361,N,Y,37.792972,-122.179013
PAST SALE,,Single Family Residential,3025 Totterdell St,Oakland,CA,94611,830000,4,2.0,,2319,5891,1957,,358,,,,,http://www.redfin.com/CA/Oakland/3025-Totterdell-St-94611/home/1903236,,,N,Y,37.8222669,-122.187947
PAST SALE,,Vacant Land,Fallon Rd,Dublin,CA,94568,850500,,,,,20133,,,,,,,,http://www.redfin.com/CA/Dublin/Fallon-Rd-94568/home/95474655,,,N,Y,37.710202,-121.844324
PAST SALE,February-23-2017,Single Family Residential,150 Bell Ave,Piedmont,CA,94611,1700000,2,3.0,Piedmont,2345,5032,1949,10,725,,Sold,,,http://www.redfin.com/CA/Piedmont/150-Bell-Ave-94611/home/1343096,EBRD/CCAR/Bay East,40768027,N,Y,37.8276232,-122.2256227
PAST SALE,February-10-2017,Single Family Residential,3314 Arbor Dr,Pleasanton,CA,94566,1363000,5,3.0,Vintage Hills Ii,2815,9121,1988,23,484,140,Sold,,,http://www.redfin.com/CA/Pleasanton/3314-Arbor-Dr-94566/home/1338857,EBRD/CCAR/Bay East,40768451,N,Y,37.6567889,-121.8495782
PAST SALE,March-1-2017,Single Family Residential,1415 Tulip Way,Livermore,CA,94551,585000,2,2.0,Springtown,1280,6112,1963,4,457,32,Sold,,,http://www.redfin.com/CA/Livermore/1415-Tulip-Way-94551/home/1524303,EBRD/CCAR/Bay East,40768888,N,Y,37.710966,-121.739014
PAST SALE,February-28-2017,Single Family Residential,641 Jackson Ave,Livermore,CA,94550,740000,4,3.0,Jensen Tract,2258,6914,1962,5,328,,Sold,,,http://www.redfin.com/CA/Livermore/641-Jackson-Ave-94550/home/906820,EBRD/CCAR/Bay East,40768873,N,Y,37.684206,-121.742857
PAST SALE,February-28-2017,Single Family Residential,4065 Bothrin St,Dublin,CA,94568,1004880,4,3.0,Dublin,2214,2989,2017,5,454,148,Sold,,,http://www.redfin.com/CA/Dublin/4065-Bothrin-St-94568/home/109457822,EBRD/CCAR/Bay East,40762436,N,Y,37.7096,-121.855
PAST SALE,February-23-2017,Single Family Residential,533 Sheridan Cir,Livermore,CA,94551,877500,4,3.0,Portola Glen,2312,12134,1991,10,380,,Sold,,,http://www.redfin.com/CA/Livermore/533-Sheridan-Cir-94551/home/1874827,EBRD/CCAR/Bay East,40765850,N,Y,37.6913766,-121.754179
PAST SALE,February-22-2017,Single Family Residential,129 Broadmoor Blvd,San Leandro,CA,94577,555000,3,1.5,Broadmoor,1991,10020,1912,11,279,,Sold,,,http://www.redfin.com/CA/San-Leandro/129-Broadmoor-Blvd-94577/home/1891225,EBRD/CCAR/Bay East,40765769,N,Y,37.735511,-122.161476
PAST SALE,February-16-2017,Condo/Co-op,95 WINDWARD Cmn #1,Livermore,CA,94551,475000,2,2.0,Copperhill,947,947,2000,17,502,280,Sold,,,http://www.redfin.com/CA/Livermore/95-Windward-Cmn-94551/unit-1/home/1242588,EBRD/CCAR/Bay East,40762712,N,Y,37.710354,-121.805947
PAST SALE,February-16-2017,Vacant Land,814 33rd Ave,Oakland,CA,94601,340000,,,Oakland,,8422,,17,,,Sold,,,http://www.redfin.com/CA/Oakland/814-33rd-Ave-94601/home/109943994,EBRD/CCAR/Bay East,40763906,N,Y,37.773175,-122.226722
PAST SALE,February-22-2017,Single Family Residential,1547 Hays St,San Leandro,CA,94577,696000,3,3.0,Downtown,1655,2525,2008,11,421,,Sold,,,http://www.redfin.com/CA/San-Leandro/1547-Hays-St-94577/home/22811312,EBRD/CCAR/Bay East,40769166,N,Y,37.7221006,-122.1559653
PAST SALE,February-28-2017,Single Family Residential,335 Estates St,Livermore,CA,94550,680000,4,2.0,Jensen Tract,1459,7198,1955,5,466,,Sold,,,http://www.redfin.com/CA/Livermore/335-Estates-St-94550/home/893494,EBRD/CCAR/Bay East,40769006,N,Y,37.684797,-121.751901
PAST SALE,March-1-2017,Condo/Co-op,802 Zephyr Dr,Oakland,CA,94607,602000,2,2.5,Zephyr Gate,987,,2007,4,610,210,Sold,,,http://www.redfin.com/CA/Oakland/802-Zephyr-Dr-94607/home/17184382,EBRD/CCAR/Bay East,40768612,N,Y,37.8131569,-122.298692
PAST SALE,February-22-2017,Single Family Residential,523 Cherry Way,Hayward,CA,94541,495000,2,1.5,Cherryland,1112,17295,1947,11,445,,Sold,,,http://www.redfin.com/CA/Hayward/523-Cherry-Way-94541/home/822409,EBRD/CCAR/Bay East,40764742,N,Y,37.6798588,-122.1047449
PAST SALE,February-23-2017,Single Family Residential,431 Lewis Ave,San Leandro,CA,94577,673000,2,1.0,Broadmoor/Dutton,1028,6150,1926,10,655,,Sold,,,http://www.redfin.com/CA/San-Leandro/431-Lewis-Ave-94577/home/1381208,EBRD/CCAR/Bay East,40767871,N,Y,37.737672,-122.144353
PAST SALE,February-24-2017,Condo/Co-op,2709 10th St Unit B,Berkeley,CA,94710,950000,2,2.5,West Berkeley,1563,,2004,9,608,500,Sold,,,http://www.redfin.com/CA/Berkeley/2709-10th-St-94710/unit-B/home/113069957,EBRD/CCAR/Bay East,40767800,N,Y,37.8060377,-122.2845111
PAST SALE,February-17-2017,Single Family Residential,1164 Farmington Way,Livermore,CA,94550,875000,4,2.5,Shadowbrook,2241,12922,1969,16,390,,Sold,,,http://www.redfin.com/CA/Livermore/1164-Farmington-Way-94550/home/1811838,EBRD/CCAR/Bay East,40769070,N,Y,37.658431,-121.780413
PAST SALE,February-28-2017,Single Family Residential,719 Wimbledon Ln,Livermore,CA,94551,785000,4,3.0,The Meadows,2307,8632,1971,5,340,,Sold,,,http://www.redfin.com/CA/Livermore/719-Wimbledon-Ln-94551/home/626664,EBRD/CCAR/Bay East,40762737,N,Y,37.692181,-121.765669
PAST SALE,February-28-2017,Condo/Co-op,260 Caldecott Ln #326,Oakland,CA,94618,405000,1,1.0,Parkwood Condos,743,,1997,5,545,412,Sold,,,http://www.redfin.com/CA/Oakland/260-Caldecott-Ln-94618/unit-326/home/1995609,EBRD/CCAR/Bay East,40768171,N,Y,37.858522,-122.2209803
PAST SALE,February-28-2017,Condo/Co-op,7635 Canyon Meadow Cir Unit B,Pleasanton,CA,94588,535000,3,2.0,Canyon Meadows,1257,,1991,5,426,506,Sold,,,http://www.redfin.com/CA/Pleasanton/7635-Canyon-Meadows-Cir-94588/unit-B/home/1944890,EBRD/CCAR/Bay East,40763532,N,Y,37.6972983,-121.9468475
PAST SALE,March-1-2017,Townhouse,974 Castlewood Way,Hayward,CA,94541-4612,525000,2,2.5,Skywest,1270,864,1973,4,413,385,Sold,,,http://www.redfin.com/CA/Hayward/974-Castlewood-Way-94541/home/990365,EBRD/CCAR/Bay East,40770506,N,Y,37.667556,-122.123533
PAST SALE,February-27-2017,Townhouse,7569 Brigadoon Way,Dublin,CA,94568,675000,3,2.5,Highlands,1387,,1998,6,487,325,Sold,,,http://www.redfin.com/CA/Dublin/7569-Brigadoon-Way-94568/home/28485355,EBRD/CCAR/Bay East,40768370,N,Y,37.7027249,-121.9605661
PAST SALE,March-1-2017,Single Family Residential,19019 Gliddon St,Castro Valley,CA,94546,815000,3,2.0,Upper Center,1528,5000,1953,4,533,,Sold,,,http://www.redfin.com/CA/Castro-Valley/19019-Gliddon-St-94546/home/1875204,EBRD/CCAR/Bay East,40768314,N,Y,37.706167,-122.059019
PAST SALE,February-28-2017,Condo/Co-op,222 BROADWAY #1408,Oakland,CA,94607,1100000,2,2.0,Jack London,1286,,2009,5,855,710,Sold,,,http://www.redfin.com/CA/Oakland/222-Broadway-94607/unit-1408/home/28696755,EBRD/CCAR/Bay East,40768388,N,Y,37.7962024,-122.2756237
PAST SALE,February-10-2017,Single Family Residential,476 Capistrano Dr,Oakland,CA,94603-3520,393000,3,1.0,Sobrante Park,1428,4000,1945,23,275,,Sold,,,http://www.redfin.com/CA/Oakland/476-Capistrano-Dr-94603/home/1363431,EBRD/CCAR/Bay East,40765866,N,Y,37.728734,-122.1788764
PAST SALE,February-9-2017,Single Family Residential,6599 Donlon Way,Dublin,CA,94568,1157140,4,3.5,Dublin,3066,4522,2016,24,377,155,Sold,,,http://www.redfin.com/CA/Dublin/6599-Donlon-Way-94568/home/108493525,EBRD/CCAR/Bay East,40751707,N,Y,37.700596,-121.937475
PAST SALE,February-22-2017,Single Family Residential,25806 Bel Aire Dr,Hayward,CA,94542,515000,4,2.5,Hayward,1650,5525,1950,11,312,,Sold,,,http://www.redfin.com/CA/Hayward/25806-Bel-Aire-Dr-94542/home/1485586,EBRD/CCAR/Bay East,40769423,N,Y,37.653486,-122.067354
PAST SALE,February-22-2017,Condo/Co-op,1334 Powell St,Emeryville,CA,94608,805000,2,2.5,Emeryville,1286,,2004,11,626,213,Sold,,,http://www.redfin.com/CA/Emeryville/1334-Powell-St-94608/home/1506685,EBRD/CCAR/Bay East,40768720,N,Y,37.8398957,-122.2880318
PAST SALE,February-3-2017,Single Family Residential,3384 Madeira Way,Livermore,CA,94550,645000,3,2.0,Jensen Tract,1356,5000,1953,30,476,,Sold,,,http://www.redfin.com/CA/Livermore/3384-Madeira-Way-94550/home/1750312,EBRD/CCAR/Bay East,40764855,N,Y,37.685083,-121.759583
PAST SALE,February-17-2017,Single Family Residential,,Dublin,CA,94568-2240,925000,4,2.0,Briar Hills,2100,11597,1964,16,440,,Sold,,,http://www.redfin.com/CA/Dublin/Undisclosed-address-94568/home/1686154,EBRD/CCAR/Bay East,40766560,N,Y,37.705508,-121.943697
PAST SALE,February-27-2017,Single Family Residential,5524 Manila Ave,Oakland,CA,94618,1160000,2,1.0,Rockridge,1210,4120,1912,6,959,,Sold,,,http://www.redfin.com/CA/Oakland/5524-Manila-Ave-94618/home/1993135,EBRD/CCAR/Bay East,40758211,N,Y,37.841278,-122.249023
PAST SALE,February-17-2017,Condo/Co-op,123 Cypress Loop,Hayward,CA,94544,659000,3,2.5,Hayward,1816,,2016,16,363,240,Sold,,,http://www.redfin.com/CA/Hayward/123-Cypress-Loop-94544/home/112894351,EBRD/CCAR/Bay East,40767111,N,Y,37.6511889,-122.0688421
PAST SALE,February-28-2017,Single Family Residential,5428 Yuba Ave,Oakland,CA,94619,650000,2,1.0,Oakland,1074,4750,1949,5,605,,Sold,,,http://www.redfin.com/CA/Oakland/5428-Yuba-Ave-94619/home/1362971,EBRD/CCAR/Bay East,40768048,N,Y,37.776442,-122.191421
PAST SALE,,Single Family Residential,14355 Elm St,San Leandro,CA,94579,208500,3,2.0,,1552,5300,1952,,134,,,,,http://www.redfin.com/CA/San-Leandro/14355-Elm-St-94579/home/1611087,,,N,Y,37.699542,-122.16414
PAST SALE,,Single Family Residential,894 Mohawk Dr,Livermore,CA,94551,527500,2,1.0,,910,6202,1964,,580,,,,,http://www.redfin.com/CA/Livermore/894-Mohawk-Dr-94551/home/1941322,,,N,Y,37.690853,-121.786116
PAST SALE,,Condo/Co-op,7315 Starward Dr Apt 57,Dublin,CA,94568,333000,2,1.0,,742,,1970,,449,,,,,http://www.redfin.com/CA/Dublin/7315-Starward-Dr-94568/unit-57/home/12119201,,,N,Y,37.7084505,-121.9339996
PAST SALE,February-28-2017,Single Family Residential,1036 Spring Ct,Hayward,CA,94542,620000,2,2.0,Hayward,1544,12954,1951,5,402,,Sold,,,http://www.redfin.com/CA/Hayward/1036-Spring-Ct-94542/home/901420,EBRD/CCAR/Bay East,40768761,N,Y,37.653568,-122.065012
PAST SALE,February-17-2017,Townhouse,1523 Hearst Ave,Berkeley,CA,94703,850000,2,2.0,North Berkeley,1280,8977,1985,16,664,242,Sold,,,http://www.redfin.com/CA/Berkeley/1523-Hearst-Ave-94703/unit-B/home/1297560,EBRD/CCAR/Bay East,40767096,N,Y,37.872568,-122.280978
PAST SALE,February-3-2017,Vacant Land,24290 Park St,Hayward,CA,94544,278000,,,Hayward,,9981,,30,,,Sold,,,http://www.redfin.com/CA/Hayward/24290-Park-St-94544/home/21672006,EBRD/CCAR/Bay East,40767599,N,Y,37.660939,-122.085748
PAST SALE,February-22-2017,Multi-Family (2-4 Unit),1809 Linden St,Oakland,CA,94607,720000,,,Oakland,2188,2400,1895,11,329,,Sold,,,http://www.redfin.com/CA/Oakland/1809-Linden-St-94607/home/524978,EBRD/CCAR/Bay East,40768320,N,Y,37.812312,-122.283055
PAST SALE,February-23-2017,Single Family Residential,59 YORKSHIRE Dr,Oakland,CA,94618,2775000,5,5.5,Claremont Pines,4811,16789,1998,10,577,,Sold,,,http://www.redfin.com/CA/Oakland/59-Yorkshire-Dr-94618/home/1433742,EBRD/CCAR/Bay East,40770161,N,Y,37.841467,-122.23836
PAST SALE,,Single Family Residential,1224 Nice Ct,Livermore,CA,94551,714500,4,2.0,,1992,7991,1997,,359,,,,,http://www.redfin.com/CA/Livermore/1224-Nice-Ct-94551/home/888186,,,N,Y,37.691797,-121.785243
PAST SALE,February-13-2017,Single Family Residential,461 Ewing Dr,Pleasanton,CA,94566,1025000,4,2.5,Pleasanton Hgts,2071,9149,1968,20,495,,Sold,,,http://www.redfin.com/CA/Pleasanton/461-Ewing-Dr-94566/home/590657,EBRD/CCAR/Bay East,40767853,N,Y,37.6611647,-121.8597817
PAST SALE,March-1-2017,Single Family Residential,5909 Pinewood Rd,Oakland,CA,94611,1800000,4,4.0,Montclair,3900,7100,1997,4,462,,Sold,,,http://www.redfin.com/CA/Oakland/5909-Pinewood-Rd-94611/home/1776287,EBRD/CCAR/Bay East,40769230,N,Y,37.8426787,-122.222895
PAST SALE,February-3-2017,Single Family Residential,5038 Tyler Ln,Castro Valley,CA,94546,880000,4,3.0,Beaumont Estates,2159,4300,1964,30,408,,Sold,,,http://www.redfin.com/CA/Castro-Valley/5038-Tyler-Ln-94546/home/827916,EBRD/CCAR/Bay East,40765763,N,Y,37.714597,-122.067191
PAST SALE,February-10-2017,Single Family Residential,511 BERGEDO Dr,Oakland,CA,94603,345000,3,1.0,El Sobrante Park,1416,4000,1946,23,244,,Sold,,,http://www.redfin.com/CA/Oakland/511-Bergedo-Dr-94603/home/1952738,EBRD/CCAR/Bay East,40760067,N,Y,37.7288948,-122.1754392
PAST SALE,February-28-2017,Single Family Residential,4307 Drake Ct,Livermore,CA,94550,680000,3,2.0,Jensen Tract,1550,11429,1958,5,439,,Sold,,,http://www.redfin.com/CA/Livermore/4307-Drake-Ct-94550/home/1687150,EBRD/CCAR/Bay East,40769622,N,Y,37.676205,-121.743616
PAST SALE,February-28-2017,Condo/Co-op,3636 Aviano Way,Dublin,CA,94568,720000,2,2.0,Dublin Ranch,1303,,2012,5,553,342,Sold,,,http://www.redfin.com/CA/Dublin/3636-Aviano-Way-94568/home/40087482,EBRD/CCAR/Bay East,40769550,N,Y,37.7111844,-121.8665442
PAST SALE,February-14-2017,Single Family Residential,10729 INSPIRATION Cir,Dublin,CA,94568,1210000,4,3.5,Hansen Hill,2936,6882,1998,19,412,87,Sold,,,http://www.redfin.com/CA/Dublin/10729-Inspiration-Cir-94568/home/729301,EBRD/CCAR/Bay East,40757331,N,Y,37.704492,-121.956304
PAST SALE,February-7-2017,Single Family Residential,18450 Robscott Ave,Hayward,CA,94541-2244,498000,3,1.0,Hayward,1051,5022,1951,26,474,,Sold,,,http://www.redfin.com/CA/Hayward/18450-Robscott-Ave-94541/home/1071485,EBRD/CCAR/Bay East,40759518,N,Y,37.6725335,-122.1208042
PAST SALE,March-1-2017,Single Family Residential,1282 Yosemite,Hayward,CA,94545,683000,5,3.0,Hayward,2891,5240,1978,4,236,,Sold,,,http://www.redfin.com/CA/Hayward/1282-Yosemite-Way-94545/home/987601,EBRD/CCAR/Bay East,40768723,N,Y,37.6485967,-122.1113879
PAST SALE,February-14-2017,Single Family Residential,2253 Warner Ave,Oakland,CA,94603,327000,3,1.0,Las Palmas,1246,6498,1942,19,262,,Sold,,,http://www.redfin.com/CA/Oakland/2253-Warner-Ave-94603/home/594337,EBRD/CCAR/Bay East,40766602,N,Y,37.74791,-122.160104
PAST SALE,February-17-2017,Single Family Residential,1249 Haskell St,Berkeley,CA,94702,765000,2,1.0,Berkeley,882,3270,1905,16,867,,Sold,,,http://www.redfin.com/CA/Berkeley/1249-Haskell-St-94702/home/1169536,EBRD/CCAR/Bay East,40766826,N,Y,37.851204,-122.283994
PAST SALE,March-1-2017,Single Family Residential,1421 Ashby Ave,Berkeley,CA,94702,730000,3,1.0,Berkeley,1153,5476,1952,4,633,,Sold,,,http://www.redfin.com/CA/Berkeley/1421-Ashby-Ave-94702/home/913463,EBRD/CCAR/Bay East,40767076,N,Y,37.8535169,-122.280398
PAST SALE,February-27-2017,Single Family Residential,5927 Hilton St,Oakland,CA,94605,360000,4,1.0,Oakland,1402,3780,1924,6,257,,Sold,,,http://www.redfin.com/CA/Oakland/5927-Hilton-St-94605/home/1910959,EBRD/CCAR/Bay East,40770330,N,Y,37.7689784,-122.1929672
PAST SALE,February-22-2017,Condo/Co-op,299 Jayne Ave,Oakland,CA,94610,1059000,3,2.5,Adams Point,1763,,2001,11,601,350,Sold,,,http://www.redfin.com/CA/Oakland/299-Jayne-Ave-94610/home/1853286,EBRD/CCAR/Bay East,40766611,N,Y,37.8135959,-122.255996
PAST SALE,February-13-2017,Single Family Residential,7861 Galway Ct,Dublin,CA,94568,1520000,5,4.5,The Ridge,3753,15190,2000,20,405,192,Sold,,,http://www.redfin.com/CA/Dublin/7861-Galway-Ct-94568/home/649103,EBRD/CCAR/Bay East,40767104,N,Y,37.7068666,-121.960768
PAST SALE,February-10-2017,Single Family Residential,120 Covington,Oakland,CA,94605,815000,3,2.5,Oakland,1412,5535,1939,23,577,,Sold,,,http://www.redfin.com/CA/Oakland/120-Covington-St-94605/home/867727,San Francisco MLS,453395,N,Y,37.736788,-122.137992
PAST SALE,February-7-2017,Single Family Residential,5527 Oakmont Cir,Livermore,CA,94551,693000,4,2.0,Livermore,1520,6300,1965,26,456,,Sold,,,http://www.redfin.com/CA/Livermore/5527-Oakmont-Cir-94551/home/924276,EBRD/CCAR/Bay East,40766618,N,Y,37.7205654,-121.7310944
PAST SALE,February-22-2017,Single Family Residential,1147 Rebecca Dr,Livermore,CA,94550,1020000,4,3.5,Coventry,3149,9000,1997,11,324,,Sold,,,http://www.redfin.com/CA/Livermore/1147-Rebecca-Dr-94550/home/1907441,EBRD/CCAR/Bay East,40766119,N,Y,37.688918,-121.720929
PAST SALE,February-17-2017,Single Family Residential,4447 SANDALWOOD Dr,Pleasanton,CA,94588,863000,4,2.0,Highland Oaks,1854,6476,1965,16,465,25,Sold,,,http://www.redfin.com/CA/Pleasanton/4447-Sandalwood-Dr-94588/home/1326824,EBRD/CCAR/Bay East,40745350,N,Y,37.67996,-121.917349
PAST SALE,February-8-2017,Condo/Co-op,319 Basswood Cmn #5,Livermore,CA,94551,630000,3,3.5,Livermore,1508,,2016,25,418,358,Sold,,,http://www.redfin.com/CA/Livermore/319-Basswood-Cmn-94551/unit-5/home/109060256,EBRD/CCAR/Bay East,40758180,N,Y,37.7047499,-121.7945693
PAST SALE,,Single Family Residential,3956 Jordan Ranch Dr,Dublin,CA,94568,1080000,5,3.0,,2457,4675,2012,,440,,,,,http://www.redfin.com/CA/Dublin/3956-Jordan-Ranch-Dr-94568/home/40628474,,,N,Y,37.7125907,-121.8503685
PAST SALE,February-17-2017,Single Family Residential,1279 Hyacinth Ct,Livermore,CA,94551,792000,4,2.5,Parklane Estates,2022,8314,2000,16,392,,Sold,,,http://www.redfin.com/CA/Livermore/1279-Hyacinth-Ct-94551/home/1442546,EBRD/CCAR/Bay East,40766597,N,Y,37.716571,-121.7260087
PAST SALE,February-23-2017,Townhouse,1761 MONTEREY Dr,Livermore,CA,94551,442500,3,2.5,Springvalley Cmn,1274,1140,1986,10,347,320,Sold,,,http://www.redfin.com/CA/Livermore/1761-Monterey-Dr-94551/home/1009620,EBRD/CCAR/Bay East,40762678,N,Y,37.711535,-121.748461
PAST SALE,February-17-2017,Single Family Residential,3435 Figueroa Dr,San Leandro,CA,94578,569000,3,2.0,Floresta,1177,6360,1956,16,483,,Sold,,,http://www.redfin.com/CA/San-Leandro/3435-Figueroa-Dr-94578/home/1874414,EBRD/CCAR/Bay East,40763138,N,Y,37.701898,-122.153391
PAST SALE,February-28-2017,Single Family Residential,4214 Nando Ct,Castro Valley,CA,94546,780000,4,2.0,Castro Valley,1487,7315,1955,5,525,,Sold,,,http://www.redfin.com/CA/Castro-Valley/4214-Nando-Ct-94546/home/1261591,EBRD/CCAR/Bay East,40767143,N,Y,37.708253,-122.076094
PAST SALE,March-3-2017,Single Family Residential,4025 Patterson Ave,Oakland,CA,94619,835000,2,1.0,Redwood Heights,1097,4800,1937,2,761,,Sold,,,http://www.redfin.com/CA/Oakland/4025-Patterson-Ave-94619/home/1649097,EBRD/CCAR/Bay East,40769815,N,Y,37.794624,-122.192755
PAST SALE,February-17-2017,Single Family Residential,7628 Ironwood Dr,Dublin,CA,94568,760000,4,2.0,Westside,1321,7104,1960,16,575,,Sold,,,http://www.redfin.com/CA/Dublin/7628-Ironwood-Dr-94568/home/1429009,EBRD/CCAR/Bay East,40767874,N,Y,37.7114,-121.932052
PAST SALE,February-3-2017,Single Family Residential,19276 Almond Rd,Castro Valley,CA,94546,615000,4,3.0,Castro Valley,1810,6400,1949,30,340,,Sold,,,http://www.redfin.com/CA/Castro-Valley/19276-Almond-Rd-94546/home/831786,EBRD/CCAR/Bay East,40768143,N,Y,37.7069029,-122.084293
PAST SALE,February-17-2017,Single Family Residential,155 El Caminito,LIVERMORE,CA,94550,655000,4,2.0,LIVERMORE,1476,6120,1964,16,444,,Sold,,,http://www.redfin.com/CA/Livermore/155-El-Caminito-94550/home/893395,MLSListings,ML81627977,N,Y,37.675573,-121.795563
PAST SALE,February-24-2017,Condo/Co-op,19631 Medford Cir #4,Hayward,CA,94541,420000,2,2.5,Cherryland,1125,,1992,9,373,425,Sold,,,http://www.redfin.com/CA/Hayward/19631-Medford-Cir-94541/unit-4/home/1968123,EBRD/CCAR/Bay East,40768543,N,Y,37.6824058,-122.1073646
